Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,Domain
Price A.M.; Knell G.; Caze T.J.; Abt J.P.; Loveland D.; Burkhart S.O.,"Price, August M. (57772075300); Knell, Gregory (56862156400); Caze, Todd J. (56188385800); Abt, John P. (6603044433); Loveland, Dustin (23970943300); Burkhart, Scott O. (55508630200)",57772075300; 56862156400; 56188385800; 6603044433; 23970943300; 55508630200,Exploring Vestibular/Ocular and Cognitive Dysfunction as Prognostic Factors for Protracted Recovery in Sports-Related Concussion Patients Aged 8 to 12 Years,2022,Clinical Journal of Sport Medicine,32,4,,408,414,6.0,7,10.1097/JSM.0000000000000975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133144462&doi=10.1097%2fJSM.0000000000000975&partnerID=40&md5=785b4921be9f21124557213a9751e599,"Objective: To explore the prognostic ability of the vestibular/ocular motor screening (VOMS), King-Devick (K-D) Test, and C3 Logix Trails A and B to identify protracted recovery from sports-related concussion (SRC) in patients aged 8 to 12 years.Design: Retrospective cohort analysis.Setting: Specialty pediatric sports concussion clinic.Participants: A total of 114 youth athletes aged 8 to 12 years who were diagnosed with an SRC within 7 days of injury.Independent Variables: A positive screen on the VOMS, K-D, and C3 Logix Trails A and Trails B. Combined positive screens on multiple tests (ie, 2, 3, or all 4 positive screens of 4 possible).Main Outcome Measures: Recovery time in days and protracted recovery (recovery time ≥30-days) were the primary outcomes of interest.Results: A positive VOMS screen was associated with 1.31 greater days to SRC recovery (P = 0.02) than a negative VOMS screen. The K-D and C3 Logix tests were not significantly associated with recovery time, nor were any combinations of tests (P > 0.05). The VOMS demonstrated moderate prognostic ability to predict normal recovery (negative predictive value = 80.78% [95% CI = 63.73-90.95]). Overall predictive accuracy of normal versus protracted recovery was strongest when a participant screened positive on all 4 tests (Accuracy = 76.32% [95% CI = 67.45-83.78]).Conclusions: The VOMS was associated with overall recovery time and proved to be a useful test to identify those who would experience a normal recovery time. Combining the 4 tests improved the prognostic accuracy of the protocol in predicting protracted versus normal recovery. These findings suggest that combining multiple, varied assessments of cognition and vestibular/ocular functions may better explain factors contributing to protracted recovery.  © 2021 Wolters Kluwer Health, Inc.",ocular motor; protracted recovery; sports-related concussion; vestibular; youth athletes,Adolescent; Athletic Injuries; Brain Concussion; Child; Cognitive Dysfunction; Humans; Prognosis; Retrospective Studies; Article; brain injury assessment; child; cohort analysis; concussion; diagnostic accuracy; diagnostic value; female; human; major clinical study; male; outcome assessment; predictive value; prognosis; prognostic assessment; retrospective study; saccadic eye movement; sport injury; trail making test; validity; visual system examination; youth sport; adolescent; brain concussion; cognitive defect; complication; sport injury,Article,Final,,Scopus,2-s2.0-85133144462,Movies / Media
Mendonça R.; Garrido M.V.; Semin G.R.,"Mendonça, Rita (57183843000); Garrido, Margarida V. (36443467600); Semin, Gün R. (7006221548)",57183843000; 36443467600; 7006221548,Two Cultural Processing Asymmetries Drive Spatial Attention,2022,Cognitive Science,46,8,e13185,,,,1,10.1111/cogs.13185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136506097&doi=10.1111%2fcogs.13185&partnerID=40&md5=459aa6ead4c6b8c9c63f17b5902e0ffd,"Cultural routines, such as reading and writing direction (script direction), channel attention orientation. Depending on one's native language habit, attention is biased from left-to-right (LR) or from right-to-left (RL). Here, we further document this bias, as it interacts with the spatial directionality that grounds time concepts. We used a spatial cueing task to test whether script direction and the grounding of time in Portuguese (LR, Exp. 1) and Arabic (RL, Exp. 2) shape visuomotor performance in target discrimination. Temporal words (e.g., tomorrow, yesterday) were presented as cues in two modalities: visual (Exp. 1–2) and auditory (Exp. 1). Gaze movement (Exp. 1) and speed of discrimination decisions (Exp. 1–2) of targets presented to the left or right sides of the screen were assessed. As predicted, the interaction between target location and time concepts was significant across both modalities and linguistic communities. Additionally, LR participants detected the target on the right side of the screen faster after a future word than the target on the left side of the screen after a past word cue. In contrast, RL participants detected the target on the left side of the screen faster when the cue word was a future word than the target on the right side of the screen cued by a past word. In both modalities, the initial eye-gaze movement (Exp. 1) was responsive to the cue's time referent, further confirming that time orients attention. An additional bias was observed for the first fixation onset, which landed earlier on the target set that matched habitualized spatial routines. We conclude that scanning regularities are shaped by writing habits and bodily grounded categorical features. © 2022 Cognitive Science Society LLC.",Eye-tracking; Language script; Spatial bias; Time; Visual attention,"Attention; Cues; Fixation, Ocular; Humans; Language; Reaction Time; Reading; association; attention; eye fixation; human; language; reaction time; reading",Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85136506097,Movies / Media
Zhang Y.; Yang J.,"Zhang, Yuyang (57849341200); Yang, Jing (41862756700)",57849341200; 41862756700,Exploring Gender Differences in the Instructor Presence Effect in Video Lectures: An Eye-Tracking Study,2022,Brain Sciences,12,7,946,,,,9,10.3390/brainsci12070946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136163094&doi=10.3390%2fbrainsci12070946&partnerID=40&md5=e6e9982838caec6b3b4892105fcf8786,"The instructor’s presence on the screen has become a popular feature in the video lectures of online learning and has drawn increasing research interest. Studies on the instructor presence effect of video lectures mainly focused on the features of the instructor, and few have taken learners’ differences, such as gender, into consideration. The current study examined whether male and female learners differed in their learning performance and eye movement features when learning video lectures with and without the instructor’s presence. All participants (N = 64) were asked to watch three different types of video lectures: audio-video without instructor presence (AV), picture-video with instructor presence (PV), and video-video with instructor presence (VV). They watched nine videos, three of each condition, and completed a reading comprehension test after each video. Their eye movement data were simultaneously collected when they watched these videos. Results showed that learners gained better outcomes after watching the videos with a talking instructor (VV) than those with the instructor’s picture (PV) or without the instructor (AV). This finding suggests that the dynamic presence of the instructor in video lectures could enhance learning through increased social presence and agency. Gender differences were found in their attention allocation, but not behavioral learning performance. When watching the videos with a talking instructor (VV), female learners dwelt longer on the instructor, while males transited more between the instructor and the text. Our results highlight the value of instructor presence in video lectures and call for more comprehensive explorations of gender differences in online learning outcomes and attention distribution. © 2022 by the authors.",eye-tracking; gender differences; instructor presence; social presence; video lecture,adult; article; attention; e-learning; eye movement; eye tracking; female; human; human experiment; learning; major clinical study; male; outcome assessment; reading; sex difference; videorecording,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85136163094,Movies / Media
Soares J.D.C.A.; Barros M.C.D.M.; da Silva G.V.T.; Carlini L.P.; Heiderich T.M.; Orsi R.N.; Balda R.D.C.X.; Silva P.A.S.O.; Thomaz C.E.; Guinsburg R.,"Soares, Juliana do Carmo Azevedo (57376340200); Barros, Marina Carvalho de Moraes (55423333100); da Silva, Giselle Valério Teixeira (57226130716); Carlini, Lucas Pereira (57217701010); Heiderich, Tatiany Marcondes (56458763600); Orsi, Rafael Nobre (57212513779); Balda, Rita de Cássia Xavier (11839554200); Silva, Pedro Augusto Santos Orona (57226100635); Thomaz, Carlos Eduardo (16023624400); Guinsburg, Ruth (6602113035)",57376340200; 55423333100; 57226130716; 57217701010; 56458763600; 57212513779; 11839554200; 57226100635; 16023624400; 6602113035,Looking at neonatal facial features of pain: do health and non-health professionals differ?,2022,Jornal de Pediatria,98,4,,406,412,6.0,6,10.1016/j.jped.2021.10.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121361159&doi=10.1016%2fj.jped.2021.10.006&partnerID=40&md5=3a3c146ba99378e2e1c77154b024af99,"Objective: To analyze the regions that trigger the attention of adults’ gaze when assessing pain in newborn infants’ pictures and to verify if there are differences between health and non-health professionals. Method: Experimental study with 84 health professionals and 59 non-health professionals, who evaluated two images of 10 neonates, one at rest and the other during a painful procedure. Each image was shown for 7 seconds on a computer screen, while eye movements were tracked by the Tobii TX300 EyeTracker. After evaluating each image, participants gave a score from 0 (absent pain) to 10 (maximum pain), according to their perception of neonatal pain. For each image, the number and total time of gaze fixations in the forehead, eyes, nasolabial furrow, and mouth were studied. Comparisons between both groups of adults were made by an intraclass correlation coefficient, Student's t-test, and Bland Altman graphic. Results: Health professionals (93% female; 34 ± 9 years old), compared to non-health professionals (64% female; 35 ± 11 years old), gave lower scores for images at rest (0.81 ± 0.50 vs. 1.59 ± 0.76; p = 0.010), with no difference for those obtained during the painful procedure (6.98 ± 1.08 vs. 6.73 ± 0.82). There was a strong or almost perfect correlation for the number of fixations in the mouth, eyes, forehead, and for the total fixation time in the eyes and forehead. Conclusions: Adults, irrespective of their profession, showed a homogeneous gaze pattern when evaluating pictures of neonates at rest or during a painful procedures. © 2021 Sociedade Brasileira de Pediatria",Eye-tracking technology; Facial expression; Health personnel; Infant; newborn; Pain perception,"Adult; Female; Fixation, Ocular; Health Personnel; Humans; Infant; Infant, Newborn; Male; Middle Aged; Pain; Young Adult; Apgar score; Article; clinical article; controlled study; eye movement; eye tracking; eye-tracking technology; facial expression; facies; female; forehead; gaze; health care personnel; health practitioner; human; image analysis; male; mouth; newborn; newborn intensive care; nociception; nurse; pediatric patient; pediatrician; physiotherapist; social class; speech language pathologist; adult; eye fixation; infant; middle aged; pain; young adult",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85121361159,Movies / Media
Hui B.; Wong S.S.Y.; Au R.K.C.,"Hui, Bronson (57215870950); Wong, Sharon Sin Ying (57763224300); Au, Ricky K.C. (37074077700)",57215870950; 57763224300; 37074077700,"Reading aloud listening test items to young learners: Attention, item understanding, and test performance",2022,System,108,,102831,,,,3,10.1016/j.system.2022.102831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132782055&doi=10.1016%2fj.system.2022.102831&partnerID=40&md5=be655ff93ee0c10776eb4cdde5c7f5e9,"In second language (L2) listening assessment for young learners, test items are often read aloud by the narrator or by the teacher administering the test. Although read-alouds seem to be a special test feature for children, a solid empirical basis of this practice has not been established in the literature. In this article, we examine the relationship between read-alouds, test takers' attention, perceived item understanding, and test performance. We report an experiment where non-native English-speaking children completed a baseline reading test before taking a sample TOEFL Primary listening test on an eye tracker in two conditions: items fully read aloud (FRA) and items partially read aloud (PRA). After each item, test takers also rated their understanding of the item. We found that the read-alouds helped in drawing test takers’ attention to the corresponding written information on the screen. However, no robust differences were found in perceived item understanding, and test performance was equivalent between the two conditions. We discuss the implications for test administrators on assessment design for this population. © 2022 Elsevier Ltd",,,Article,Final,,Scopus,2-s2.0-85132782055,Movies / Media
Sharma M.; Vemuri K.,"Sharma, Medha (57923403100); Vemuri, Kavita (55490496400)",57923403100; 55490496400,Accepting Human-like Avatars in Social and Professional Roles,2022,ACM Transactions on Human-Robot Interaction,11,3,28,,,,8,10.1145/3526026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139593674&doi=10.1145%2f3526026&partnerID=40&md5=14b9e5b4ec0e3c62ec3982746ec8d0ac,"Humans report perceptions of unease or eeriness as humanoid/android robots and digital avatars approach human-like physical resemblance, a phenomenon alluded by the Uncanny Valley theory. This study extends the discussions on interactions and acceptance of digital avatars with findings from three experiments. In the first, perceptive evaluation of actors in clips from computer-generated animation and a live-action version of the same movie was examined. In the second experiment, we considered short clips with highly realistic digital avatars to measure recognition ability, the extent of eeriness, and specific physical features identified as unreal. The fixation area and pupil size variation recorded using an eye tracker were analyzed to infer attention to the body, face, and emotional response, respectively. Building on these findings, the third experiment looked at acceptance in roles requiring human skill, empathy, and cognitive ability. The results show that based on perceptions from physical attributes, the eeriness scores diverge from the uncanny valley theory as human-likeness increases. The realistic CGI and mocap technology could have helped cross the valley. Visual attention inferred from gaze behavior was similar for live-action and CGI. At the same time, we observe pupil size changes reflecting emotions like eeriness when the avatars either talked or smiled. Proficiency and acceptance scores were lower for roles requiring complex social cognition processes, such as friends and judicial decision-making. Interestingly, real-life stereotypes of gender roles were transferred to digital avatars too. The findings suggest an ambiguity in accepting human-like avatars in social and professional interactions, emphasizing the need for a multi-dimensional approach when applying the uncanny valley theory. A detailed and contextual examination is imperative as technological advancements have placed humans closer to co-existing with digital or physical android/humanoid robots.  © 2022 Association for Computing Machinery.",acceptance; animation; digital human; eeriness; human-computer interaction; motions capture techniques; Uncanny valley,Behavioral research; Computation theory; Decision making; Emotion Recognition; Eye movements; Eye tracking; Human computer interaction; Landforms; Acceptance; Digital humans; Eeriness; Human like; Live actions; Motion capture; Motion capture technique; Pupil size; Social roles; Uncanny valley; Animation,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85139593674,Movies / Media
Sauter M.; Wagner T.; Huckauf A.,"Sauter, Marian (56763649100); Wagner, Tobias (57215298980); Huckauf, Anke (6701503895)",56763649100; 57215298980; 6701503895,Distance between gaze and laser pointer predicts performance in video-based e-learning independent of the presence of an on-screen instructor,2022,Eye Tracking Research and Applications Symposium (ETRA),,,7,,,,6,10.1145/3517031.3529620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132417363&doi=10.1145%2f3517031.3529620&partnerID=40&md5=97bb6c11d62c3a367ef9689e08b8a463,"In online lectures, showing an on-screen instructor gained popularity amidst the Covid-19 pandemic. However, evidence in favor of this is mixed: They draw attention and may distract from the content. In contrast, using signaling (e.g., with a digital pointer) provides known benefits for learners. But effects of signaling were only researched in absence of an on-screen instructor. In the present explorative study, we investigated effects of an on-screen instructor on the division of learnerś attention; specifically, on following a digital pointer signal with their gaze. The presence of an instructor led to an increased number of fixations in the presenter area. This did neither affect learning outcomes nor gaze patterns following the pointer. The average distance between the learner's gaze and the pointer position predicts the student's quiz performance, independent of the presence of an on-screen instructor. This can also help in creating automated immediate-feedback systems for educational videos. © 2022 Owner/Author.",e-learning; eye tracking; regression analysis; test performance,E-learning; Regression analysis; Average Distance; E - learning; Eye-tracking; Feedback systems; Immediate feedbacks; Laser pointer; Learning outcome; Number of fixations; Performance; Test performance; Eye tracking,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132417363,Movies / Media
,,,"MMVE 2022 - Proceedings of the 2022 International Workshop on Immersive Mixed and Virtual Environment Systems, Part of MMSys 2022",2022,"MMVE 2022 - Proceedings of the 2022 International Workshop on Immersive Mixed and Virtual Environment Systems, Part of MMSys 2022",,,,,,55.0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135406859&partnerID=40&md5=9aa9b20c95d0b90a5f0e37d641a3c9bf,The proceedings contain 9 papers. The topics discussed include: does having a virtual body make a difference during cinematic VR experiences?; rhythmic stimuli effects on subjective time perception in immersive virtual environments; real-time gaze prediction in virtual reality; the development of a machine learning/augmented reality immersive training system for performance monitoring in athletes; subjective evaluation of group user QoE in collaborative virtual environment (CVE); perceptually enhanced shadows for OST AR; the development of a glove-like controller interface for VR applications; and exploring non-verbal cues and user attention in IVR with eye tracking technologies.,,,Conference review,Final,,Scopus,2-s2.0-85135406859,Movies / Media
Zermiani F.; Bulling A.; Wirzberger M.,"Zermiani, Francesca (57552130100); Bulling, Andreas (6505807414); Wirzberger, Maria (57189259048)",57552130100; 6505807414; 57189259048,Mind Wandering Trait-level Tendencies during Lecture Viewing: A Pilot Study,2022,Eye Tracking Research and Applications Symposium (ETRA),,,49,,,,2,10.1145/3517031.3529241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132417961&doi=10.1145%2f3517031.3529241&partnerID=40&md5=2819d5d4ade99013aefa48aa080f6e36,"Mind wandering (MW) is defined as a shift of attention to task-unrelated internal thoughts that is pervasive and disruptive for learning performance. Current state-of-The-Art gaze-based attention-Aware intelligent systems are capable of detecting MW from eye movements and delivering interventions to mitigate its negative effects. However, the beneficial functions of MW and its trait-level tendency, defined as the content of MW experience, are still largely neglected by these systems. In this pilot study, we address the questions of whether different MW trait-level tendencies can be detected through off-screen fixations' frequency and duration and blink rate during a lecture viewing task. We focus on prospective planning and creative problem-solving as two of the main MW trait-level tendencies. Despite the non-significance, the descriptive values show a higher frequency and duration of off-screen fixations, but lower blink rate, in the creative problem-solving MW condition. Interestingly, we do find a highly significant correlation between MW level and engagement scores in the prospective planning MW group. Potential explanations for the observed results are discussed. Overall, these findings represent a preliminary step towards the development of more accurate and adaptive learning technologies, and call for further studies on MW trait-level tendency detection. © 2022 ACM.",education; eye-movements; learning; mind-wandering,Intelligent systems; 'current; Blink rates; Creative problem-solving; Functions of minds; Learning; Learning performance; Mind-wandering; Pilot studies; Prospectives; State of the art; Eye movements,Conference paper,Final,,Scopus,2-s2.0-85132417961,Movies / Media
Cui Y.; Zheng B.,"Cui, Yixiao (57216853232); Zheng, Binghan (55512006100)",57216853232; 55512006100,Extralinguistic Consultation in English–Chinese Translation: A Study Drawing on Eye-Tracking and Screen-Recording Data,2022,Frontiers in Psychology,13,,891997,,,,2,10.3389/fpsyg.2022.891997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133666673&doi=10.3389%2ffpsyg.2022.891997&partnerID=40&md5=077c15cadb6aeb6f8e6957c6df22b3ce,"Both linguistic and extralinguistic consultations are essential in translation practice and have been commonly investigated as an integral topic in previous studies. However, since extralinguistic information is usually longer in extent and not specifically designed for a linguistic purpose, extralinguistic consultations involve different search strategies compared with linguistic consultations. Drawing on eye-tracking and screen-recording data, this study compares linguistic and extralinguistic consultations in terms of cognitive resources allocation and information processing patterns in English–Chinese translation. It also explores the differences among 17 language learners, 20 student translators, and 21 professional translators, and the effect of extralinguistic consultation on their translation quality. The findings are as follows: (1) all participants allocate more attention and lower cognitive load to extralinguistic consultations than to linguistic consultations; (2) participants’ translation experience levels and their attention allocated to extralinguistic consultation show an inverted U-shaped relationship; and (3) participants who consult extralinguistic information before drafting or devote more attention to extralinguistic consultation produce target texts with significantly higher scores. Copyright © 2022 Cui and Zheng.",English–Chinese translation; extralinguistic information; eye-tracking; online consultation; translation experience; translation product,,Article,Final,,Scopus,2-s2.0-85133666673,Movies / Media
Raffi M.; Trofè A.; Meoni A.; Gallelli L.; Piras A.,"Raffi, Milena (6603459027); Trofè, Aurelio (57214938898); Meoni, Andrea (57221080822); Gallelli, Luca (6602177838); Piras, Alessandro (36089214500)",6603459027; 57214938898; 57221080822; 6602177838; 36089214500,Optic Flow Speed and Retinal Stimulation Influence Microsaccades,2022,International Journal of Environmental Research and Public Health,19,11,6765,,,,2,10.3390/ijerph19116765,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131087372&doi=10.3390%2fijerph19116765&partnerID=40&md5=7bb8539a032f147cb0397f31f59aa76e,"Microsaccades are linked with extraretinal mechanisms that significantly alter spatial perception before the onset of eye movements. We sought to investigate whether microsaccadic activity is modulated by the speed of radial optic flow stimuli. Experiments were performed in the dark on 19 subjects who stood in front of a screen covering 135 × 107◦ of the visual field. Subjects were instructed to fixate on a central fixation point while optic flow stimuli were presented in full field, in the foveal, and in the peripheral visual field at different dot speeds (8, 11, 14, 17, and 20◦/s). Fixation in the dark was used as a control stimulus. For almost all tested speeds, the stimulation of the peripheral retina evoked the highest microsaccade rate. We also found combined effects of optic flow speed and the stimulated retinal region (foveal, peripheral, and full field) for microsaccade latency. These results show that optic flow speed modulates microsaccadic activity when presented in specific retinal portions, suggesting that eye movement generation is strictly dependent on the stimulated retinal regions. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",attention; eye movements; eye position; self-motion perception; sensorimotor control; visual perception; visual processing; visual system,"Fixation, Ocular; Humans; Optic Flow; Photic Stimulation; Retina; Saccades; Visual Perception; experimental study; eye; perception; sensory system; vision; adult; article; attention; clinical article; controlled study; eye movement; eye position; female; flow rate; human; human experiment; male; movement perception; optic flow; peripheral retina; retina fovea; velocity; vision; visual field; visual system; eye fixation; photostimulation; physiology; procedures; retina; saccadic eye movement; vision",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85131087372,Movies / Media
Saaty M.; Hashemi M.R.,"Saaty, Morva (57219112423); Hashemi, Mahmoud Reza (7005774450)",57219112423; 7005774450,"Game Audio Impacts on Players' Visual Attention, Model Performance for Cloud Gaming",2022,Eye Tracking Research and Applications Symposium (ETRA),,,25,,,,3,10.1145/3517031.3529621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132387836&doi=10.1145%2f3517031.3529621&partnerID=40&md5=0ebb9682de45a527a724dcecdf8e3cef,"Cloud gaming (CG) is a new approach to deliver a high-quality gaming experience to gamers anywhere, anytime, and on any device. To achieve this goal, CG requires a high bandwidth, which is still a major challenge. Many existing research pieces have focused on modeling or predicting the players' Visual Attention Map (VAM) and allocating bitrate accordingly. Although studies indicate that both modalities of audio and video influence human perception, a few studies considered audio impacts in the cloud-based attention models. This paper demonstrates that the audio features in video games change the players' VAMs in various game scenarios. Our findings indicated that incorporating game audio improves the accuracy of the predicted attention maps by 13% on average compared to the previous VAMs generated based on visual saliency by Game Attention Model for CG. The audio impact is more evident in video games with fewer visual components or indicators on the screen. © 2022 Owner/Author.",Attention Model; Cloud Gaming; Eye Movements; Eye Tracking; Game audio; Visual attention,Behavioral research; Eye movements; Human computer interaction; Interactive computer graphics; Attention model; Cloud gamings; Eye-tracking; Game audio; High quality; Modeling performance; New approaches; Video-games; Visual Attention; Visual attention model; Eye tracking,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132387836,Movies / Media
Hynes E.; Flynn R.; Lee B.; Murray N.,"Hynes, Eoghan (57212020953); Flynn, Ronan (24376317500); Lee, Brian (55913808300); Murray, Niall (7201513152)",57212020953; 24376317500; 55913808300; 7201513152,A QoE evaluation of procedural and example instruction formats for procedure training in augmented reality,2022,MMSys 2022 - Proceedings of the 13th ACM Multimedia Systems Conference,,,,287,292,5.0,1,10.1145/3524273.3532899,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137142093&doi=10.1145%2f3524273.3532899&partnerID=40&md5=61165972c0fc6612194ab3e6172a9b7b,"Augmented reality (AR) has significant potential as a training platform. The pedagogical purpose of training is learning or transfer. Learning is the acquisition of an ability to perform a procedure as taught while transfer involves generalising that knowledge to similar procedures in the same domain. Quality of experience (QoE) concerns the fulfilment of the application, system or service user's pragmatic and hedonic needs and expectations. Learning or transfer fulfil the AR trainee's pragmatic needs. Training instructions can be presented in procedural, and example formats. Procedural instructions tell the trainee what to do while examples show the trainee how to do it. These two different instruction formats can influence learning, transfer, and hardware resource availability differently. The AR trainee's hedonic needs and expectations may be influenced by the impact of instruction format resource consumption on system performance. Efficient training efficacy is a design concern for mobile AR training applications. This work aims to inform AR training application design by evaluating the influence of procedural and example instruction formats on AR trainee QoE. In this demo, an AR GoCube™ solver training application will be exhibited on the state-of-the-art Hololens 2 (HL2) mixed reality (MR) headset. This AR training app is part of a test framework that will be used in a between groups study to evaluate the influence of text-based and animated 3D model instruction formats on AR trainee QoE. This framework will record the trainee's physiological ratings, eye gaze features and facial expressions. Learning will be evaluated in a post-training recall phase while transfer will be evaluated using a pre and post training comparison of mental rotation skills. Application profiling code will monitor AR headset resource consumption. © 2022 ACM.",Augmented reality; cognitive load; eye gaze; learning; memory; micro facial expressions; quality of experience; training,3D modeling; Mixed reality; Quality control; Quality of service; Cognitive loads; Experience evaluation; Eye-gaze; Facial Expressions; Learning; Micro facial expression; Quality of experience; Resources consumption; Training applications; Training platform; Augmented reality,Conference paper,Final,,Scopus,2-s2.0-85137142093,Movies / Media
Wright A.M.; Salas J.A.; Carter K.E.; Levin D.T.,"Wright, Anna M. (57224904540); Salas, Jorge A. (57219433500); Carter, Kelly E. (57211023305); Levin, Daniel T. (7202969153)",57224904540; 57219433500; 57211023305; 7202969153,Eye Movement Modeling Examples guide viewer eye movements but do not improve learning,2022,Learning and Instruction,79,,101601,,,,9,10.1016/j.learninstruc.2022.101601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125452507&doi=10.1016%2fj.learninstruc.2022.101601&partnerID=40&md5=70b8d8b7f5e27ee5e14543ee519f3cf9,"Recent research has tested whether Eye Movement Modeling Examples (EMMEs) can effectively cue attention and improve learning. However, the effects of EMMEs are variable, and the degree to which viewers follow these cues remains unclear. In the current paper, we compared screen-captured instructional videos that included an EMME in the form of a transparent circular overlay depicting the instructor's gaze location with identical videos that lacked this cue. We observed that EMMEs drove viewer saccades to cued locations and resulted in shorter distances between viewer gaze and the EMME, but learning performance and video preference were unaffected by the presence of an EMME. We argue that EMMEs can effectively guide attention, but the range of circumstances under which they improve learning may be limited. © 2022 Elsevier Ltd",Attention cueing; Eye movement modeling examples; Eye tracking; Instructional videos; Multimedia learning,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85125452507,Movies / Media
Jernajczyk W.; Litwin T.; Członkowska A.; Bembenek J.P.,"Jernajczyk, Wojciech (6602543297); Litwin, Tomasz (57213096808); Członkowska, Anna (7102938849); Bembenek, Jan P. (26654781100)",6602543297; 57213096808; 7102938849; 26654781100,Sleep disturbances in newly diagnosed treatment-naïve patients with Wilson’s disease,2022,Acta Neurologica Belgica,122,3,,745,751,6.0,5,10.1007/s13760-022-01915-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127121852&doi=10.1007%2fs13760-022-01915-2&partnerID=40&md5=b9b59479472f770a0f4366722b65adfc,"Introduction: Most neurodegenerative and chronic liver disorders are associated with sleep disturbances (SD). SD may be expected to occur in patients with Wilson’s disease (WD), an inherited disorder of copper metabolism that mostly affects the liver and brain; however, there is a lack of observations, particularly in treatment-naïve WD patients. Methods: We evaluated SD in 19 newly diagnosed treatment-naïve WD patients. All patients completed the Beck Depression Inventory (BDI), the Athens Insomnia Scale (AIS) and the Epworth Sleepiness Scale (ESS), and underwent nightlong video polysomnography (vPSG). Results of vPSG in WD patients were compared with results from 19 sex- and age-matched healthy controls. Results: Depressive symptoms were not reported by patients on routine examination although three patients were diagnosed with mild depression. No patients reported SD during routine examination; three patients had insomnia according to the AIS and all patients scored 0 on the ESS. Despite the lack of reporting of SD by patients, significant differences were observed between WD patients and controls following vPSG analysis: WD patients had shorter mean total sleeping time (366.2 vs. 451.7 min), a lower percentage of rapid-eye movement (15.4 vs. 20.6%), longer sleep latency (36.7 vs. 10.4 min) and lower sleep efficiency (76.2 vs. 93.8%) (all P ≤ 0.01). SD tended to be worse in patients with neurological WD compared with hepatic WD. Conclusions: As SD may precede depression and severely affect quality of life, our findings suggest that patients with WD should be screened for SD with suitable methods. © 2022, The Author(s) under exclusive licence to Belgian Neurological Society.","Copper; Depression, polysomnography; Sleep disorders",Hepatolenticular Degeneration; Humans; Quality of Life; Sleep; Sleep Initiation and Maintenance Disorders; Sleep Wake Disorders; copper; adult; Article; Athens Insomnia Scale; Beck Depression Inventory; bipolar disorder; brain; brain atrophy; clinical article; cognition; controlled study; copper metabolism; daily life activity; depression; electroencephalography; Epworth sleepiness scale; female; fibromyalgia; globus pallidus; hepatic encephalopathy; human; insomnia; liver; liver biopsy; liver cirrhosis; male; neuropsychological test; nuclear magnetic resonance imaging; percentage of REM sleep; polysomnography; putamen; quality of life; REM sleep; sleep disorder; sleep disordered breathing; sleep efficiency; sleep latency; sleep quality; sleep time; Unified Parkinson Disease Rating Scale; Wilson disease; complication; insomnia; sleep; sleep disorder,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85127121852,Movies / Media
