Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,Domain
Kang D.; Kwon J.; Nam S.,"Kang, Donghyun (35766768600); Kwon, Joungheum (39861642200); Nam, Sanghun (55421451100)",35766768600; 39861642200; 55421451100,Research on Effective Advertising Types in Virtual Environment,2023,Applied Sciences (Switzerland),13,12,7063,,,,5,10.3390/app13127063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163985312&doi=10.3390%2fapp13127063&partnerID=40&md5=6e499829d67d733a3f26978410ec58de,"Virtual reality (VR) applies various types of advertisements (ads) to promote brands while collaborating with companies. This study aims to present effective advertisement types by verifying user responses in a VR environment. First, by analyzing the cases of advertisements with immersive content, the types of advertisements in VR were defined as avatar costumes, products, and wall posters. The user response was measured in two categories: gaze response measured by the eye-tracking VR advertisement monitoring system (EVAMS) and the advertisement effect analyzed through surveys. As a result of analyzing the user responses, the avatar costumes among the advertisement types caused the highest visual attention and advertisement effect. In addition, by analyzing the correlation between visual attention and the advertisement effect, it was observed that there was a positive relationship between the number of fixations and advertisement attention, fixation time, and advertisement recall. Thus, it was confirmed that the higher the number of fixations and the longer the fixation time, the more positively an advertisement was affected. In addition, it is expected that the results of this study can be used as a reference for effective advertisement directing in VR content development and advertisement directing and processing. © 2023 by the authors.",advertising effect; eye-tracking; virtual reality; VR advertisement,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85163985312,Gaming / VR
Aatrai S.; Jha S.K.; Guha R.,"Aatrai, Sonali (58305271200); Jha, Sparsh Kumar (58305271300); Guha, Rajlakshmi (57189351098)",58305271200; 58305271300; 57189351098,Visual Perception and Performance: An Eye Tracking Study,2023,Eye Tracking Research and Applications Symposium (ETRA),,,23,,,,3,10.1145/3588015.3588424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161121812&doi=10.1145%2f3588015.3588424&partnerID=40&md5=389a6e711226e42d7bc116032e5a1147,"This study explores the relationship between visual perception and performance. We investigate whether eye-metrics are consistent across various visual problem-solving tasks and if task complexity affects eye-metrics. Experiments were conducted on 102 participants using Tower of Hanoi (TOH), Image Sliding Puzzle (ISP) and 4 visual reasoning tasks with increasing complexity from the CLEVR dataset. Total Scanning Duration, Fixation count, Total Fixation Duration, and Total Saccadic Duration were found significant for distinguishing good and bad performers across tasks. Peak Velocity and Mean Pupil Diameter were found significant for varying task complexity. This was also reflected in time-matched samples of good and bad performers in TOH and ISP, though the content complexity of both these tasks remained constant. We propose that Peak Velocity and Mean Pupil Diameter are markers of 'perceived task complexity'. Poor performers perceive tasks to be more complex even when content complexity is constant, and this affects their performance.  © 2023 ACM.",Eye movements and cognition; Scanning strategies; Visual search behavior,Eye tracking; Eye movement and cognition; Peak velocities; Scanning strategies; Search behavior; Task complexity; Towers of Hanoi; Visual perception; Visual performance; Visual search; Visual search behavior; Eye movements,Conference paper,Final,,Scopus,2-s2.0-85161121812,Gaming / VR
Miquel-Nabau H.; Briseño-Oloriz N.; Porras-Garcia B.; Ascione M.; Meschberger-Annweiler F.-A.; Ferrer-Garcia M.; Moreno-Sanchez M.; Serrano-Troncoso E.; Carulla-Roig M.; Gutiérrez Maldonado J.,"Miquel-Nabau, Helena (57242136500); Briseño-Oloriz, Natalia (57863612500); Porras-Garcia, Bruno (57201200642); Ascione, Mariarca (57772657700); Meschberger-Annweiler, Franck-Alexandre (57773528000); Ferrer-Garcia, Marta (13405944200); Moreno-Sanchez, Manuel (56433228600); Serrano-Troncoso, Eduardo (40262408400); Carulla-Roig, Marta (57195225883); Gutiérrez Maldonado, José (9334173600)",57242136500; 57863612500; 57201200642; 57772657700; 57773528000; 13405944200; 56433228600; 40262408400; 57195225883; 9334173600,Modification of Body-Related Attentional Bias through Virtual Reality and Eye-Tracking in Healthy Participants: Implications for Anorexia Nervosa Treatments,2023,Brain Sciences,13,5,764,,,,8,10.3390/brainsci13050764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160350368&doi=10.3390%2fbrainsci13050764&partnerID=40&md5=7f273dbe026ff42525459a4311f23a08,"Cognitive biases have a significant impact on the etiology and treatment of eating disorders (EDs). These biases, including selective attentional bias (AB) to disliked body parts, may reinforce concerns about body shape, fear of gaining weight and body image disturbances and may contribute to dietary restriction and restraint. Decreasing AB could reduce core symptoms in anorexia nervosa (AN). This study represents a preliminary exploration aiming to assess whether AB towards weight-related (WR) and non-weight-related (NW) body parts could be reduced through an AB modification task in a virtual reality (VR) environment in healthy participants. A total of 54 female participants, aged 22.98 ± 1.89, were recruited. The task consisted of directing the participants’ attention towards all body parts equally in a VR setting. Eye-tracking (ET) measurements (complete fixation time [CFT] and number of fixations [NF]) were made before and after the task. The results showed a significant reduction of the AB in the two groups with an initial AB towards WR body parts or towards NW body parts. Participants showed a tendency to more balanced (non-biased) attention after the intervention. This study provides evidence of the usefulness of AB modification tasks in a non-clinical sample. © 2023 by the authors.",anorexia nervosa; attentional bias; body image; eye-tracking; virtual reality,adult; anorexia nervosa; Article; attention; attentional bias; bipolar disorder; body dissatisfaction; body image; body mass; body regions; body weight; body weight gain; cognition; complete fixation time; eating disorder; eye tracking; female; human; human experiment; mental disease; mental disease assessment; normal human; obesity; perception; physical activity; physical appearance; prevalence; questionnaire; schizophrenia; scoring system; self report; State Trait Anxiety Inventory; stimulus; task performance; virtual reality; visual attention; visual stimulation,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85160350368,Gaming / VR
Fernandes A.S.; Murdison T.S.; Proulx M.J.,"Fernandes, Ajoy S. (57077719300); Murdison, T. Scott (55810288000); Proulx, Michael J. (15078243900)",57077719300; 55810288000; 15078243900,Leveling the Playing Field: A Comparative Reevaluation of Unmodified Eye Tracking as an Input and Interaction Modality for VR,2023,IEEE Transactions on Visualization and Computer Graphics,29,5,,2269,2279,10.0,43,10.1109/TVCG.2023.3247058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149420539&doi=10.1109%2fTVCG.2023.3247058&partnerID=40&md5=d306128736723f9ebb2a85634e2c7682,"In this study, we establish a much-needed baseline for evaluating eye tracking interactions using an eye tracking enabled Meta Quest 2 VR headset with 30 participants. Each participant went through 1098 targets using multiple conditions representative of AR/VR targeting and selecting tasks, including both traditional standards and those more aligned with AR/VR interactions today. We use circular white world-locked targets, and an eye tracking system with sub-1-degree mean accuracy errors running at approximately 90Hz. In a targeting and button press selection task, we, by design, compare completely unadjusted, cursor-less, eye tracking with controller and head tracking, which both had cursors. Across all inputs, we presented targets in a configuration similar to the ISO 9241-9 reciprocal selection task and another format with targets more evenly distributed near the center. Targets were laid out either flat on a plane or tangent to a sphere and rotated toward the user. Even though we intended this to be a baseline study, we see unmodified eye tracking, without any form of a cursor, or feedback, outperformed the head by 27.9% and performed comparably to the controller (5.63% decrease) in throughput. Eye tracking had improved subjective ratings relative to head in Ease of Use, Adoption, and Fatigue (66.4%, 89.8%, and 116.1 % improvements, respectively) and had similar ratings relative to the controller (reduction by 4.2%, 8.9%, and 5.2% respectively). Eye tracking had a higher miss percentage than controller and head (17.3% vs 4.7% vs 7.2% respectively). Collectively, the results of this baseline study serve as a strong indicator that eye tracking, with even minor sensible interaction design modifications, has tremendous potential in reshaping interactions in next-generation AR/VR head mounted displays.  © 1995-2012 IEEE.",3D user interaction; Eye tracking; Gaze targeting; Human factors and ergonomics; Input devices; User experience,Controllers; Ergonomics; Helmet mounted displays; Job analysis; Target tracking; Three dimensional displays; 3d user interaction; Eye-tracking; Gaze targeting; Gaze-tracking; Human factors and ergonomics; Input devices; Performances evaluation; Targets tracking; Task analysis; Three-dimensional display; User interaction; Users' experiences; Eye tracking,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85149420539,Gaming / VR
Keshava A.; Gottschewsky N.; Balle S.; Nezami F.N.; Schüler T.; König P.,"Keshava, Ashima (57202213703); Gottschewsky, Nina (57247187800); Balle, Stefan (57248488200); Nezami, Farbod Nosrat (56208678400); Schüler, Thomas (26429994300); König, Peter (7102563952)",57202213703; 57247187800; 57248488200; 56208678400; 26429994300; 7102563952,Action affordance affects proximal and distal goal-oriented planning,2023,European Journal of Neuroscience,57,9,,1546,1560,14.0,6,10.1111/ejn.15963,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150990430&doi=10.1111%2fejn.15963&partnerID=40&md5=50f82797b92d90014f649ed04e237c7d,"Visual attention is mainly goal directed and allocated based on the upcoming action. However, it is unclear how far this feature of gaze behaviour generalizes in more naturalistic settings. The present study investigates the influence of action affordances on active inference processes revealed by eye movements during interaction with familiar and novel tools. In a between-subject design, a cohort of participants interacted with a virtual reality controller in a low-realism environment; another performed the task with an interaction setup that allowed differentiated hand and finger movements in a high-realism environment. We investigated the differences in odds of fixations and their eccentricity towards the tool parts before action initiation. The results show that participants fixate more on the tool's effector part before action initiation when asked to produce tool-specific movements, especially with unfamiliar tools. These findings suggest that fixations are made in a task-oriented way to plan the distal goals of producing the task- and tool-specific actions well before action initiation. Moreover, with more realistic action affordance, fixations were biased towards the tool handle when it was oriented incongruent with the subjects' handedness. We hypothesize that these fixations are made towards the proximal goal of planning the grasp even though the perceived action on the tools is identical for both experimental setups. Taken together, proximal and distal goal-oriented planning is contextualized to the realism of action/interaction afforded by an environment. © 2023 The Authors. European Journal of Neuroscience published by Federation of European Neuroscience Societies and John Wiley & Sons Ltd.",action-oriented attention; active inference; anticipatory behaviour; eye-tracking; natural cognition; virtual reality,Cognition; Eye Movements; Goals; Humans; Movement; Psychomotor Performance; adult; article; attention; cognition; cohort analysis; controlled study; eye movement; eye tracking; female; finger; hand movement; handedness; human; human experiment; male; virtual reality; cognition; motivation; movement (physiology); psychomotor performance,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85150990430,Gaming / VR
Kourtesis P.; Amir R.; Linnell J.; Argelaguet F.; MacPherson S.E.,"Kourtesis, Panagiotis (57210959726); Amir, Rayaan (58095750900); Linnell, Josie (58095902900); Argelaguet, Ferran (15021985300); MacPherson, Sarah E. (57212061035)",57210959726; 58095750900; 58095902900; 15021985300; 57212061035,"Cybersickness, Cognition, & Motor Skills: The Effects of Music, Gender, and Gaming Experience",2023,IEEE Transactions on Visualization and Computer Graphics,29,5,,2326,2336,10.0,23,10.1109/TVCG.2023.3247062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149392351&doi=10.1109%2fTVCG.2023.3247062&partnerID=40&md5=4ee023a237e02dca30c95aa62a5cf586,"Recent research has attempted to identify methods to mitigate cybersickness and examine its aftereffects. In this direction, this paper examines the effects of cybersickness on cognitive, motor, and reading performance in VR. Also, this paper evaluates the mitigating effects of music on cybersickness, as well as the role of gender, and the computing, VR, and gaming experience of the user. This paper reports two studies. In the 1st study, 92 participants selected the music tracks considered most calming (low valence) or joyful (high valence) to be used in the 2nd study. In the 2nd study, 39 participants performed an assessment four times, once before the rides (baseline), and then once after each ride (3 rides). In each ride either Calming, or Joyful, or No Music was played. During each ride, linear and angular accelerations took place to induce cybersickness in the participants. In each assessment, while immersed in VR, the participants evaluated their cybersickness symptomatology and performed a verbal working memory task, a visuospatial working memory task, and a psychomotor task. While responding to the cybersickness questionnaire (3D UI), eye-tracking was conducted to measure reading time and pupillometry. The results showed that Joyful and Calming music substantially decreased the intensity of nausea-related symptoms. However, only Joyful music significantly decreased the overall cybersickness intensity. Importantly, cybersickness was found to decrease verbal working memory performance and pupil size. Also, it significantly decelerated psychomotor (reaction time) and reading abilities. Higher gaming experience was associated with lower cybersickness. When controlling for gaming experience, there were no significant differences between female and male participants in terms of cybersickness. The outcomes indicated the efficiency of music in mitigating cybersickness, the important role of gaming experience in cybersickness, and the significant effects of cybersickness on pupil size, cognition, psychomotor skills, and reading ability.  © 1995-2012 IEEE.",cognition; Cybersickness; eye-tracking; gaming experience; gender; mitigation; reaction time; reading; virtual reality,Acceleration; Diagnosis; Job analysis; Virtual reality; Cognition; Cybersickness; Eye-tracking; Gaming experiences; Gender; Mitigation; Motion sickness; Pupil; Reading; Task analysis; Tracking; Eye tracking,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85149392351,Gaming / VR
Hu Z.; Bulling A.; Li S.; Wang G.,"Hu, Zhiming (57208101391); Bulling, Andreas (6505807414); Li, Sheng (56002421500); Wang, Guoping (7407150270)",57208101391; 6505807414; 56002421500; 7407150270,EHTask: Recognizing User Tasks From Eye and Head Movements in Immersive Virtual Reality,2023,IEEE Transactions on Visualization and Computer Graphics,29,4,,1992,2004,12.0,32,10.1109/TVCG.2021.3138902,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122280420&doi=10.1109%2fTVCG.2021.3138902&partnerID=40&md5=d37afaee2fc859b5767d591345912cae,"Understanding human visual attention in immersive virtual reality (VR) is crucial for many important applications, including gaze prediction, gaze guidance, and gaze-contingent rendering. However, previous works on visual attention analysis typically only explored one specific VR task and paid less attention to the differences between different tasks. Moreover, existing task recognition methods typically focused on 2D viewing conditions and only explored the effectiveness of human eye movements. We first collect eye and head movements of 30 participants performing four tasks, i.e., Free viewing, Visual search, Saliency, and Track, in 15 360-degree VR videos. Using this dataset, we analyze the patterns of human eye and head movements and reveal significant differences across different tasks in terms of fixation duration, saccade amplitude, head rotation velocity, and eye-head coordination. We then propose EHTask - a novel learning-based method that employs eye and head movements to recognize user tasks in VR. We show that our method significantly outperforms the state-of-the-art methods derived from 2D viewing conditions both on our dataset (accuracy of 84.4% versus 62.8%) and on a real-world dataset (61.9% versus 44.1%). As such, our work provides meaningful insights into human visual attention under different VR tasks and guides future work on recognizing user tasks in VR.  © 1995-2012 IEEE.",deep learning; eye movements; head movements; task recognition; virtual reality; Visual attention,Computer Graphics; Eye Movements; Head Movements; Humans; Virtual Reality; Behavioral research; Deep learning; Eye movements; Job analysis; Magnetic heads; Deep learning; Head; Head movements; Human visual attention; Immersive virtual reality; Solid modelling; Task analysis; Task recognition; Video; Visual Attention; computer graphics; eye movement; head movement; human; virtual reality; Virtual reality,Article,Final,,Scopus,2-s2.0-85122280420,Gaming / VR
Gupta A.; Sendhilnathan N.; Hartcher-O'brien J.; Pezent E.; Benko H.; Jonker T.R.,"Gupta, Aakar (26654850500); Sendhilnathan, Naveen (57194543267); Hartcher-O'brien, Jess (35725312900); Pezent, Evan (57197801010); Benko, Hrvoje (9737287100); Jonker, Tanya R. (55510841000)",26654850500; 57194543267; 35725312900; 57197801010; 9737287100; 55510841000,Investigating Eyes-away Mid-air Typing in Virtual Reality using Squeeze haptics-based Postural Reinforcement,2023,Conference on Human Factors in Computing Systems - Proceedings,,,230,,,,9,10.1145/3544548.3581467,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160002592&doi=10.1145%2f3544548.3581467&partnerID=40&md5=ba9fb649a0780563b74c602012add981,"In this paper, we investigate postural reinforcement haptics for mid-air typing using squeeze actuation on the wrist. We propose and validate eye-tracking based objective metrics that capture the impact of haptics on the user's experience, which traditional performance metrics like speed and accuracy are not able to capture. To this end, we design four wrist-based haptic feedback conditions: no haptics, vibrations on keypress, squeeze+vibrations on keypress, and squeeze posture reinforcement + vibrations on keypress. We conduct a text input study with 48 participants to compare the four conditions on typing and gaze metrics. Our results show that for expert qwerty users, posture reinforcement haptics significantly benefit typing by reducing the visual attention on the keyboard by up to 44% relative to no haptics, thus enabling eyes-away behaviors. © 2023 ACM.",,Behavioral research; Eye tracking; Virtual reality; Condition; Eye-tracking; Haptic feedbacks; Haptics; Objective metrics; Performance metrices; Text input; Users' experiences; Visual Attention; Reinforcement,Conference paper,Final,,Scopus,2-s2.0-85160002592,Gaming / VR
Bovo R.; Giunchi D.; Sidenmark L.; Newn J.; Gellersen H.; Costanza E.; Heinis T.,"Bovo, Riccardo (57204780702); Giunchi, Daniele (57205711925); Sidenmark, Ludwig (57210111157); Newn, Joshua (57188820341); Gellersen, Hans (6701531333); Costanza, Enrico (22834126300); Heinis, Thomas (36874211600)",57204780702; 57205711925; 57210111157; 57188820341; 6701531333; 22834126300; 36874211600,Speech-Augmented Cone-of-Vision for Exploratory Data Analysis,2023,Conference on Human Factors in Computing Systems - Proceedings,,,162,,,,7,10.1145/3544548.3581283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160009761&doi=10.1145%2f3544548.3581283&partnerID=40&md5=28bb8acbc1957a53d3b89e8b5df0d120,"Mutual awareness of visual attention is crucial for successful collaboration. Previous research has explored various ways to represent visual attention, such as field-of-view visualizations and cursor visualizations based on eye-tracking, but these methods have limitations. Verbal communication is often utilized as a complementary strategy to overcome such disadvantages. This paper proposes a novel method that combines verbal communication with the Cone of Vision to improve gaze inference and mutual awareness in VR. We conducted a within-group study with pairs of participants who performed a collaborative analysis of data visualizations in VR. We found that our proposed method provides a better approximation of eye gaze than the approximation provided by head direction. Furthermore, we release the first collaborative head, eyes, and verbal behaviour dataset. The results of this study provide a foundation for investigating the potential of verbal communication as a tool for enhancing visual cues for joint attention. © 2023 ACM.",eye-tracking; Field of View; multi-modal visual attention cues; VR collaborative analytics,Behavioral research; Information analysis; Visualization; Exploratory data analysis; Eye-tracking; Field of views; Multi-modal visual attention cue; Multi-modal visual attentions; Mutual awareness; Novel methods; Verbal communications; Visual Attention; VR collaborative analytic; Eye tracking,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85160009761,Gaming / VR
Appel T.; Gerjets P.; Hoffmann S.; Moeller K.; Ninaus M.; Scharinger C.; Sevcenko N.; Wortha F.; Kasneci E.,"Appel, Tobias (57191500368); Gerjets, Peter (6507437265); Hoffmann, Stefan (57203514423); Moeller, Korbinian (23019055400); Ninaus, Manuel (55797096600); Scharinger, Christian (57210630060); Sevcenko, Natalia (57211756979); Wortha, Franz (57201334648); Kasneci, Enkelejda (56059892600)",57191500368; 6507437265; 57203514423; 23019055400; 55797096600; 57210630060; 57211756979; 57201334648; 56059892600,Cross-Task and Cross-Participant Classification of Cognitive Load in an Emergency Simulation Game,2023,IEEE Transactions on Affective Computing,14,2,,1558,1571,13.0,20,10.1109/TAFFC.2021.3098237,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111032068&doi=10.1109%2fTAFFC.2021.3098237&partnerID=40&md5=bbed7e1a7d4c4da92a50a9af7b23021d,"Assessment of cognitive load is a major step towards adaptive interfaces. However, non-invasive assessment is rather subjective as well as task specific and generalizes poorly, mainly due to methodological limitations. Additionally, it heavily relies on performance data like game scores or test results. In this study, we present an eye-tracking approach that circumvents these shortcomings and allows for effective generalizing across participants and tasks. First, we established classifiers for predicting cognitive load individually for a typical working memory task (n-back), which we then applied to an emergency simulation game by considering the similar ones and weighting their predictions. Standardization steps helped achieve high levels of cross-task and cross-participant classification accuracy between 63.78 and 67.25 percent for the distinction between easy and hard levels of the emergency simulation game. These very promising results could pave the way for novel adaptive computer-human interaction across domains and particularly for gaming and learning environments.  © 2010-2012 IEEE.",adaptive and intelligent educational systems; cognitive model; Eye tracking; intelligent systems; physiological measures; physiology; psychology,Cognitive systems; Computer aided instruction; Eye tracking; Human computer interaction; Interactive computer systems; Noninvasive medical procedures; Physiological models; Psychophysiology; Real time systems; Adaptation models; Adaptive and intelligent educational system; Atmospheric measurement; Cognitive model; Eye-tracking; Game; Intelligent educational systems; Load modeling; Particle measurement; Physiological measures; Psychology; Real - Time system; Task analysis; Intelligent systems,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85111032068,Gaming / VR
Zhang J.; Huang M.; Yang R.; Wang Y.; Tang X.; Han J.; Liang H.-N.,"Zhang, Jingjing (57221743999); Huang, Mengjie (57220907643); Yang, Rui (57213114979); Wang, Yiqi (59852149800); Tang, Xiaohang (59876472200); Han, Ji (57190442322); Liang, Hai-Ning (8636386200)",57221743999; 57220907643; 57213114979; 59852149800; 59876472200; 57190442322; 8636386200,Understanding the effects of hand design on embodiment in virtual reality,2023,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",37,,e10,,,,20,10.1017/S0890060423000045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149387587&doi=10.1017%2fS0890060423000045&partnerID=40&md5=d602706cfc2030cda10972476ad09757,"Understanding user perceptions of interacting with the virtual world is one of the research focuses in recent years, given the rapid proliferation of virtual reality (VR) and driven to establish the metaverse. Users can generate a familiar connection between their bodies and the virtual world by being embodied in virtual hands, and hand representations can induce users' embodiment in VR. The sense of embodiment represents the cognitive awareness of one's manifestation and includes three subcomponents: the sense of body ownership, agency and self-location. There is insufficient evidence in the literature about the effects of hand designs on the embodiment, especially based on studying its three subcomponents. This study investigates how virtual hand designs with five realism levels influence the three subcomponents of embodiment in VR. This research employs a self-report questionnaire commonly used in the literature to assess embodiment and evaluates agency and self-location by introducing implicit methods (intentional binding and proprioceptive measurement) derived from psychology. Besides, the objective data of eye tracking is used to explore the connection between embodiment and hand designs, and classifying participants' eye tracking data to help analyze the link between embodiment and user attention. Overall, this research makes a major contribution through a systematic exploration of users' embodied experience in VR and offers important evidence of the effects of virtual hand designs on body ownership, agency, and self-location, respectively. In addition, this study provides a valuable reference for further investigation of embodiment through implicit and objective methods, and practical design recommendations for virtual hand design in VR applications.  © 2023 The Author(s). Published by Cambridge University Press.",Embodiment; eye tracking; virtual hand design; virtual reality,Eye tracking; Location; Palmprint recognition; Embodiment; Eye-tracking; Hand-design; Implicit methods; Metaverses; Research focus; User perceptions; Virtual hand; Virtual hand design; Virtual worlds; Virtual reality,Article,Final,,Scopus,2-s2.0-85149387587,Gaming / VR
Zhao M.; Pierce A.M.; Tan R.; Zhang T.; Wang T.; Jonker T.R.; Benko H.; Gupta A.,"Zhao, Maozheng (57218348572); Pierce, Alec M. (58176988600); Tan, Ran (58177408300); Zhang, Ting (56739503800); Wang, Tianyi (57203515045); Jonker, Tanya R. (55510841000); Benko, Hrvoje (9737287100); Gupta, Aakar (26654850500)",57218348572; 58176988600; 58177408300; 56739503800; 57203515045; 55510841000; 9737287100; 26654850500,Gaze Speedup: Eye Gaze Assisted Gesture Typing in Virtual Reality,2023,"International Conference on Intelligent User Interfaces, Proceedings IUI",,,,595,606,11.0,25,10.1145/3581641.3584072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152122977&doi=10.1145%2f3581641.3584072&partnerID=40&md5=280182ed7fcae5e30fb44830d4008e69,"Mid-air text input in augmented or virtual reality (AR/VR) is an open problem. One proposed solution is gesture typing where the user performs a gesture trace over the keyboard. However, this requires the user to move their hands precisely and continuously, potentially causing arm fatigue. With eye tracking available on AR/VR devices, multiple works have proposed gaze-driven gesture typing techniques. However, such techniques require the explicit use of gaze which are prone to Midas touch problems, conflicting with other gaze activities in the same moment. In this work, the user is not made aware that their gaze is being used to improve the interaction, making the use of gaze completely implicit. We observed that a user's implicit gaze fixation location during gesture typing is usually the gesture cursor's target location if the gesture cursor is moving toward it. Based on this observation, we propose the Speedup method in which we speed up the gesture cursor toward the user's gaze fixation location, the speedup rate depends on how well the gesture cursor's moving direction aligns with the gaze fixation. To reduce the overshooting near the target in the Speedup method, we further proposed the Gaussian Speedup method in which the speedup rate is dynamically reduced with a Gaussian function when the gesture cursor gets nearer to the gaze fixation. Using a wrist IMU as input, a 12-person study demonstrated that the Speedup method and Gaussian Speedup method reduced users' hand movement by and respectively without any loss of typing speed or accuracy.  © 2023 Owner/Author.",gesture input; implicit eye gaze; virtual reality,Gaussian distribution; Location; User interfaces; Virtual reality; Arm fatigue; Eye-gaze; Eye-tracking; Gaussians; Gesture input; Implicit eye gaze; Speed-up method; Target location; Text input; Virtual reality devices; Eye tracking,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85152122977,Gaming / VR
Shadiev R.; Li D.,"Shadiev, Rustam (24825659700); Li, Dandan (58065188000)",24825659700; 58065188000,A review study on eye-tracking technology usage in immersive virtual reality learning environments,2023,Computers and Education,196,,104681,,,,55,10.1016/j.compedu.2022.104681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146278506&doi=10.1016%2fj.compedu.2022.104681&partnerID=40&md5=7d21e7317c98e65ae7e5484e552d5506,"This systematic review study synthesizes research findings pertaining to the use of eye-tracking technology in immersive virtual reality (IVR) learning environments created by using head mounted displays. Research published between January 2012 and May 2022 has been explored and specific inclusion and exclusion criteria have been applied to select articles. Fifty articles were selected and then reviewed with respect to (1) devices employed in research; (2) learning domains; (3) the number and academic level of participants, data collection methods, and duration of IVR activities; and (4) indicators and themes of visual attention. The main findings from this review demonstrate Tobii and HTC Vive are the most popular tools in research on eye-tracking technology usage in IVR learning environments. What's more, cognitive science and educational technology were found to be the most frequent domains in research on eye-tracking technology usage in IVR. The number of participants varied across reviewed articles but tertiary education was the most common academic level of participating students. Scholars used questionnaires and tests frequently to collect their research data. Fixation duration was the most frequently used indicator. The most frequent themes in reviewed research were task performance, teaching and learning strategies, and learning tools. The study concludes with suggestions for future research. © 2022 Elsevier Ltd",Applications in subject areas; Augmented and virtual reality; Data science applications in education; Human-computer interface; Improving classroom teaching,Behavioral research; Computer aided instruction; E-learning; Eye tracking; Helmet mounted displays; Learning systems; Virtual reality; Application in education; Applications in subject areas; Augmented and virtual realities; Data science application in education; Eye tracking technologies; Human computer interfaces; Immersive virtual reality; Improving classroom teaching; Science applications; Technology usages; Data acquisition,Article,Final,,Scopus,2-s2.0-85146278506,Gaming / VR
Sevcenko N.; Appel T.; Ninaus M.; Moeller K.; Gerjets P.,"Sevcenko, Natalia (57211756979); Appel, Tobias (57191500368); Ninaus, Manuel (55797096600); Moeller, Korbinian (23019055400); Gerjets, Peter (6507437265)",57211756979; 57191500368; 55797096600; 23019055400; 6507437265,Theory-based approach for assessing cognitive load during time-critical resource-managing human–computer interactions: an eye-tracking study,2023,Journal on Multimodal User Interfaces,17,1,,1,19,18.0,19,10.1007/s12193-022-00398-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142903104&doi=10.1007%2fs12193-022-00398-y&partnerID=40&md5=f200ca670f01c4fa46560b60a0f21a21,"Computerized systems are taking on increasingly complex tasks. Consequently, monitoring automated computerized systems is becoming increasingly demanding for human operators, which is particularly relevant in time-critical situations. A possible solution might be adapting human–computer interfaces (HCI) to the operators’ cognitive load. Here, we present a novel approach for theory-based measurement of cognitive load based on tracking eye movements of 42 participants while playing a serious game simulating time-critical situations that required resource management at different levels of difficulty. Gaze data was collected within narrow time periods, calculated based on log data interpreted in the light of the time-based resource-sharing model. Our results indicated that eye fixation frequency, saccadic rate, and pupil diameter significantly predicted task difficulty, while performance was best predicted by eye fixation frequency. Subjectively perceived cognitive load was significantly associated with the rate of microsaccades. Moreover our results indicated that more successful players tended to use breaks in gameplay to actively monitor the scene, while players who use these times to rest are more likely to fail the level. The presented approach seems promising for measuring cognitive load in realistic situations, considering adaptation of HCI. © 2022, The Author(s).",Cognitive ergonomics; Cognitive load; Eye-tracking; HCI; Human–machine interaction; Serious game; Time-critical,Ergonomics; Eye movements; Eye tracking; Human computer interaction; Cognitive ergonomics; Cognitive loads; Computerized systems; Critical resources; Eye fixations; Eye-tracking; Eye-tracking studies; Human computer interfaces; Human machine interaction; Time-critical; Serious games,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85142903104,Gaming / VR
